participant_id	task_id	interval_type	session1_id	session2_id	date1	date2	interval_days
sub-006	task-s10	session2_to_session3	ses-205	ses-304	2025-10-30	2025-11-01	2
sub-006	task-s11	session1_to_session2	ses-104	ses-204	2025-10-06	2025-10-25	19
sub-006	task-s11	session2_to_session3	ses-204	ses-304	2025-10-25	2025-11-01	7
sub-006	task-s2	session1_to_session2	ses-101	ses-201	2025-10-03	2025-10-25	22
sub-006	task-s2	session2_to_session3	ses-201	ses-302	2025-10-25	2025-11-01	7
sub-006	task-s3	session1_to_session2	ses-101	ses-201	2025-10-03	2025-10-25	22
sub-006	task-s3	session2_to_session3	ses-201	ses-302	2025-10-25	2025-11-01	7
sub-006	task-s4	session1_to_session2	ses-102	ses-201	2025-10-03	2025-10-25	22
sub-006	task-s4	session2_to_session3	ses-201	ses-302	2025-10-25	2025-11-01	7
sub-006	task-s5	session1_to_session2	ses-102	ses-202	2025-10-03	2025-10-25	22
sub-006	task-s5	session2_to_session3	ses-202	ses-303	2025-10-25	2025-11-01	7
sub-006	task-s6	session1_to_session2	ses-103	ses-202	2025-10-06	2025-10-25	19
sub-006	task-s6	session2_to_session3	ses-202	ses-303	2025-10-25	2025-11-01	7
sub-006	task-s7	session1_to_session2	ses-103	ses-202	2025-10-06	2025-10-25	19
sub-006	task-s7	session2_to_session3	ses-202	ses-303	2025-10-25	2025-11-01	7
sub-006	task-s8	session1_to_session2	ses-103	ses-202	2025-10-06	2025-10-25	19
sub-006	task-s8	session2_to_session3	ses-202	ses-304	2025-10-25	2025-11-01	7
sub-006	task-s9	session1_to_session2	ses-104	ses-203	2025-10-06	2025-10-25	19
sub-006	task-s9	session2_to_session3	ses-203	ses-304	2025-10-25	2025-11-01	7
sub-007	task-s1	session1_to_session2	ses-101	ses-201	2025-10-03	2025-10-17	14
sub-007	task-s1	session2_to_session3	ses-201	ses-301	2025-10-17	2025-11-17	31
sub-007	task-s10	session1_to_session2	ses-304	ses-206	2025-11-17	2025-12-27	40
sub-007	task-s10	session2_to_session3	ses-206	ses-103	2025-12-27	2026-01-14	18
sub-007	task-s11	session1_to_session2	ses-102	ses-205	2025-10-03	2025-10-28	25
sub-007	task-s11	session2_to_session3	ses-205	ses-304	2025-10-28	2025-11-17	20
sub-007	task-s2	session1_to_session2	ses-101	ses-202	2025-10-03	2025-10-27	24
sub-007	task-s2	session2_to_session3	ses-202	ses-301	2025-10-27	2025-11-17	21
sub-007	task-s3	session1_to_session2	ses-101	ses-203	2025-10-03	2025-10-28	25
sub-007	task-s3	session2_to_session3	ses-203	ses-301	2025-10-28	2025-11-17	20
sub-007	task-s4	session1_to_session2	ses-102	ses-203	2025-10-03	2025-10-28	25
sub-007	task-s4	session2_to_session3	ses-203	ses-301	2025-10-28	2025-11-17	20
sub-007	task-s5	session1_to_session2	ses-102	ses-203	2025-10-03	2025-10-28	25
sub-007	task-s5	session2_to_session3	ses-203	ses-301	2025-10-28	2025-11-17	20
sub-007	task-s6	session1_to_session2	ses-102	ses-203	2025-10-03	2025-10-28	25
sub-007	task-s6	session2_to_session3	ses-203	ses-302	2025-10-28	2025-11-17	20
sub-007	task-s7	session1_to_session2	ses-102	ses-203	2025-10-03	2025-10-28	25
sub-007	task-s7	session2_to_session3	ses-203	ses-302	2025-10-28	2025-11-17	20
sub-007	task-s8	session1_to_session2	ses-102	ses-204	2025-10-03	2025-10-28	25
sub-007	task-s8	session2_to_session3	ses-204	ses-303	2025-10-28	2025-11-17	20
sub-007	task-s9	session1_to_session2	ses-204	ses-303	2025-10-28	2025-11-17	20
sub-007	task-s9	session2_to_session3	ses-303	ses-103	2025-11-17	2026-01-14	58
sub-008	task-s1	session1_to_session2	ses-101	ses-201	2025-10-05	2025-10-13	8
sub-008	task-s1	session2_to_session3	ses-201	ses-301	2025-10-13	2025-10-26	13
sub-008	task-s10	session1_to_session2	ses-104	ses-203	2025-10-05	2025-10-19	14
sub-008	task-s10	session2_to_session3	ses-203	ses-306	2025-10-19	2025-12-23	65
sub-008	task-s11	session1_to_session2	ses-104	ses-203	2025-10-05	2025-10-19	14
sub-008	task-s11	session2_to_session3	ses-203	ses-305	2025-10-19	2025-11-06	18
sub-008	task-s2	session1_to_session2	ses-101	ses-201	2025-10-05	2025-10-13	8
sub-008	task-s2	session2_to_session3	ses-201	ses-301	2025-10-13	2025-10-26	13
sub-008	task-s3	session1_to_session2	ses-102	ses-201	2025-10-05	2025-10-13	8
sub-008	task-s3	session2_to_session3	ses-201	ses-301	2025-10-13	2025-10-26	13
sub-008	task-s4	session1_to_session2	ses-102	ses-201	2025-10-05	2025-10-13	8
sub-008	task-s4	session2_to_session3	ses-201	ses-302	2025-10-13	2025-10-26	13
sub-008	task-s5	session1_to_session2	ses-102	ses-201	2025-10-05	2025-10-13	8
sub-008	task-s5	session2_to_session3	ses-201	ses-303	2025-10-13	2025-10-31	18
sub-008	task-s6	session1_to_session2	ses-103	ses-202	2025-10-05	2025-10-13	8
sub-008	task-s6	session2_to_session3	ses-202	ses-303	2025-10-13	2025-10-31	18
sub-008	task-s7	session1_to_session2	ses-103	ses-203	2025-10-05	2025-10-19	14
sub-008	task-s7	session2_to_session3	ses-203	ses-303	2025-10-19	2025-10-31	12
sub-008	task-s8	session1_to_session2	ses-103	ses-203	2025-10-05	2025-10-19	14
sub-008	task-s8	session2_to_session3	ses-203	ses-303	2025-10-19	2025-10-31	12
sub-008	task-s9	session1_to_session2	ses-104	ses-203	2025-10-05	2025-10-19	14
sub-008	task-s9	session2_to_session3	ses-203	ses-304	2025-10-19	2025-10-31	12
sub-009	task-s1	session1_to_session2	ses-102	ses-201	2025-10-05	2025-10-23	18
sub-009	task-s1	session2_to_session3	ses-201	ses-301	2025-10-23	2025-10-28	5
sub-009	task-s10	session1_to_session2	ses-105	ses-205	2025-10-17	2025-10-28	11
sub-009	task-s10	session2_to_session3	ses-205	ses-304	2025-10-28	2025-11-04	7
sub-009	task-s11	session1_to_session2	ses-105	ses-205	2025-10-17	2025-10-28	11
sub-009	task-s11	session2_to_session3	ses-205	ses-304	2025-10-28	2025-11-04	7
sub-009	task-s2	session1_to_session2	ses-102	ses-201	2025-10-05	2025-10-23	18
sub-009	task-s2	session2_to_session3	ses-201	ses-302	2025-10-23	2025-10-31	8
sub-009	task-s3	session1_to_session2	ses-103	ses-202	2025-10-05	2025-10-23	18
sub-009	task-s3	session2_to_session3	ses-202	ses-302	2025-10-23	2025-10-31	8
sub-009	task-s4	session1_to_session2	ses-103	ses-202	2025-10-05	2025-10-23	18
sub-009	task-s4	session2_to_session3	ses-202	ses-302	2025-10-23	2025-10-31	8
sub-009	task-s5	session1_to_session2	ses-103	ses-203	2025-10-05	2025-10-23	18
sub-009	task-s5	session2_to_session3	ses-203	ses-303	2025-10-23	2025-11-04	12
sub-009	task-s6	session1_to_session2	ses-104	ses-203	2025-10-12	2025-10-23	11
sub-009	task-s6	session2_to_session3	ses-203	ses-303	2025-10-23	2025-11-04	12
sub-009	task-s7	session1_to_session2	ses-104	ses-204	2025-10-12	2025-10-24	12
sub-009	task-s7	session2_to_session3	ses-204	ses-303	2025-10-24	2025-11-04	11
sub-009	task-s8	session1_to_session2	ses-104	ses-204	2025-10-12	2025-10-24	12
sub-009	task-s8	session2_to_session3	ses-204	ses-303	2025-10-24	2025-11-04	11
sub-009	task-s9	session1_to_session2	ses-105	ses-204	2025-10-17	2025-10-24	7
sub-009	task-s9	session2_to_session3	ses-204	ses-304	2025-10-24	2025-11-04	11
sub-010	task-s1	session1_to_session2	ses-101	ses-201	2025-10-06	2025-10-25	19
sub-010	task-s1	session2_to_session3	ses-201	ses-301	2025-10-25	2025-11-01	7
sub-010	task-s10	session1_to_session2	ses-103	ses-203	2025-10-12	2025-10-25	13
sub-010	task-s10	session2_to_session3	ses-203	ses-304	2025-10-25	2025-12-06	42
sub-010	task-s11	session1_to_session2	ses-103	ses-203	2025-10-12	2025-10-25	13
sub-010	task-s11	session2_to_session3	ses-203	ses-303	2025-10-25	2025-11-01	7
sub-010	task-s2	session1_to_session2	ses-101	ses-201	2025-10-06	2025-10-25	19
sub-010	task-s2	session2_to_session3	ses-201	ses-301	2025-10-25	2025-11-01	7
sub-010	task-s3	session1_to_session2	ses-101	ses-201	2025-10-06	2025-10-25	19
sub-010	task-s3	session2_to_session3	ses-201	ses-301	2025-10-25	2025-11-01	7
sub-010	task-s4	session1_to_session2	ses-102	ses-201	2025-10-06	2025-10-25	19
sub-010	task-s4	session2_to_session3	ses-201	ses-301	2025-10-25	2025-11-01	7
sub-010	task-s5	session1_to_session2	ses-102	ses-202	2025-10-06	2025-10-25	19
sub-010	task-s5	session2_to_session3	ses-202	ses-302	2025-10-25	2025-11-01	7
sub-010	task-s6	session1_to_session2	ses-102	ses-202	2025-10-06	2025-10-25	19
sub-010	task-s6	session2_to_session3	ses-202	ses-302	2025-10-25	2025-11-01	7
sub-010	task-s7	session1_to_session2	ses-102	ses-202	2025-10-06	2025-10-25	19
sub-010	task-s7	session2_to_session3	ses-202	ses-302	2025-10-25	2025-11-01	7
sub-010	task-s8	session1_to_session2	ses-102	ses-202	2025-10-06	2025-10-25	19
sub-010	task-s8	session2_to_session3	ses-202	ses-302	2025-10-25	2025-11-01	7
sub-010	task-s9	session1_to_session2	ses-103	ses-203	2025-10-12	2025-10-25	13
sub-010	task-s9	session2_to_session3	ses-203	ses-303	2025-10-25	2025-11-01	7
sub-011	task-s1	session1_to_session2	ses-201	ses-301	2025-10-25	2025-12-01	37
sub-011	task-s1	session2_to_session3	ses-301	ses-105	2025-12-01	2025-12-27	26
sub-011	task-s10	session1_to_session2	ses-104	ses-203	2025-10-25	2025-11-30	36
sub-011	task-s10	session2_to_session3	ses-203	ses-303	2025-11-30	2025-12-07	7
sub-011	task-s11	session1_to_session2	ses-104	ses-203	2025-10-25	2025-11-30	36
sub-011	task-s11	session2_to_session3	ses-203	ses-303	2025-11-30	2025-12-07	7
sub-011	task-s2	session1_to_session2	ses-201	ses-301	2025-10-25	2025-12-01	37
sub-011	task-s2	session2_to_session3	ses-301	ses-105	2025-12-01	2025-12-27	26
sub-011	task-s3	session1_to_session2	ses-201	ses-305	2025-10-25	2025-11-30	36
sub-011	task-s3	session2_to_session3	ses-305	ses-102	2025-11-30	2025-12-27	27
sub-011	task-s4	session1_to_session2	ses-202	ses-302	2025-11-30	2025-12-06	6
sub-011	task-s4	session2_to_session3	ses-302	ses-102	2025-12-06	2025-12-27	21
sub-011	task-s5	session1_to_session2	ses-103	ses-202	2025-10-18	2025-11-30	43
sub-011	task-s5	session2_to_session3	ses-202	ses-302	2025-11-30	2025-12-06	6
sub-011	task-s6	session1_to_session2	ses-103	ses-202	2025-10-18	2025-11-30	43
sub-011	task-s6	session2_to_session3	ses-202	ses-302	2025-11-30	2025-12-06	6
sub-011	task-s7	session1_to_session2	ses-104	ses-203	2025-10-25	2025-11-30	36
sub-011	task-s7	session2_to_session3	ses-203	ses-304	2025-11-30	2025-12-07	7
sub-011	task-s8	session1_to_session2	ses-104	ses-203	2025-10-25	2025-11-30	36
sub-011	task-s8	session2_to_session3	ses-203	ses-303	2025-11-30	2025-12-07	7
sub-011	task-s9	session1_to_session2	ses-104	ses-203	2025-10-25	2025-11-30	36
sub-011	task-s9	session2_to_session3	ses-203	ses-303	2025-11-30	2025-12-07	7
sub-012	task-s1	session1_to_session2	ses-101	ses-201	2025-10-06	2025-10-18	12
sub-012	task-s1	session2_to_session3	ses-201	ses-301	2025-10-18	2025-10-26	8
sub-012	task-s10	session1_to_session2	ses-103	ses-205	2025-10-06	2025-10-18	12
sub-012	task-s10	session2_to_session3	ses-205	ses-303	2025-10-18	2025-10-26	8
sub-012	task-s11	session1_to_session2	ses-103	ses-205	2025-10-06	2025-10-18	12
sub-012	task-s11	session2_to_session3	ses-205	ses-303	2025-10-18	2025-10-26	8
sub-012	task-s2	session1_to_session2	ses-101	ses-201	2025-10-06	2025-10-18	12
sub-012	task-s2	session2_to_session3	ses-201	ses-301	2025-10-18	2025-10-26	8
sub-012	task-s3	session1_to_session2	ses-101	ses-201	2025-10-06	2025-10-18	12
sub-012	task-s3	session2_to_session3	ses-201	ses-301	2025-10-18	2025-10-26	8
sub-012	task-s4	session1_to_session2	ses-102	ses-203	2025-10-06	2025-10-18	12
sub-012	task-s4	session2_to_session3	ses-203	ses-301	2025-10-18	2025-10-26	8
sub-012	task-s5	session1_to_session2	ses-102	ses-203	2025-10-06	2025-10-18	12
sub-012	task-s5	session2_to_session3	ses-203	ses-301	2025-10-18	2025-10-26	8
sub-012	task-s6	session1_to_session2	ses-102	ses-203	2025-10-06	2025-10-18	12
sub-012	task-s6	session2_to_session3	ses-203	ses-302	2025-10-18	2025-10-26	8
sub-012	task-s7	session1_to_session2	ses-102	ses-203	2025-10-06	2025-10-18	12
sub-012	task-s7	session2_to_session3	ses-203	ses-302	2025-10-18	2025-10-26	8
sub-012	task-s8	session1_to_session2	ses-103	ses-204	2025-10-06	2025-10-18	12
sub-012	task-s8	session2_to_session3	ses-204	ses-302	2025-10-18	2025-10-26	8
sub-012	task-s9	session1_to_session2	ses-103	ses-205	2025-10-06	2025-10-18	12
sub-012	task-s9	session2_to_session3	ses-205	ses-304	2025-10-18	2025-12-22	65
sub-013	task-s1	session1_to_session2	ses-101	ses-201	2025-10-19	2025-11-01	13
sub-013	task-s1	session2_to_session3	ses-201	ses-301	2025-11-01	2025-11-08	7
sub-013	task-s10	session1_to_session2	ses-103	ses-202	2025-10-19	2025-11-01	13
sub-013	task-s10	session2_to_session3	ses-202	ses-304	2025-11-01	2025-12-22	51
sub-013	task-s11	session1_to_session2	ses-103	ses-202	2025-10-19	2025-11-01	13
sub-013	task-s11	session2_to_session3	ses-202	ses-303	2025-11-01	2025-11-08	7
sub-013	task-s2	session1_to_session2	ses-102	ses-201	2025-10-19	2025-11-01	13
sub-013	task-s2	session2_to_session3	ses-201	ses-301	2025-11-01	2025-11-08	7
sub-013	task-s3	session1_to_session2	ses-102	ses-201	2025-10-19	2025-11-01	13
sub-013	task-s3	session2_to_session3	ses-201	ses-301	2025-11-01	2025-11-08	7
sub-013	task-s4	session1_to_session2	ses-102	ses-201	2025-10-19	2025-11-01	13
sub-013	task-s4	session2_to_session3	ses-201	ses-301	2025-11-01	2025-11-08	7
sub-013	task-s5	session1_to_session2	ses-103	ses-201	2025-10-19	2025-11-01	13
sub-013	task-s5	session2_to_session3	ses-201	ses-302	2025-11-01	2025-11-08	7
sub-013	task-s6	session1_to_session2	ses-103	ses-202	2025-10-19	2025-11-01	13
sub-013	task-s6	session2_to_session3	ses-202	ses-302	2025-11-01	2025-11-08	7
sub-013	task-s7	session1_to_session2	ses-103	ses-202	2025-10-19	2025-11-01	13
sub-013	task-s7	session2_to_session3	ses-202	ses-302	2025-11-01	2025-11-08	7
sub-013	task-s8	session1_to_session2	ses-103	ses-202	2025-10-19	2025-11-01	13
sub-013	task-s8	session2_to_session3	ses-202	ses-302	2025-11-01	2025-11-08	7
sub-013	task-s9	session1_to_session2	ses-103	ses-202	2025-10-19	2025-11-01	13
sub-013	task-s9	session2_to_session3	ses-202	ses-303	2025-11-01	2025-11-08	7
sub-014	task-s1	session1_to_session2	ses-201	ses-301	2025-11-16	2025-11-25	9
sub-014	task-s1	session2_to_session3	ses-301	ses-107	2025-11-25	2025-12-23	28
sub-014	task-s10	session1_to_session2	ses-104	ses-202	2025-11-01	2025-11-16	15
sub-014	task-s10	session2_to_session3	ses-202	ses-302	2025-11-16	2025-11-25	9
sub-014	task-s11	session1_to_session2	ses-104	ses-202	2025-11-01	2025-11-16	15
sub-014	task-s11	session2_to_session3	ses-202	ses-302	2025-11-16	2025-11-25	9
sub-014	task-s2	session1_to_session2	ses-103	ses-201	2025-10-19	2025-11-16	28
sub-014	task-s2	session2_to_session3	ses-201	ses-301	2025-11-16	2025-11-25	9
sub-014	task-s3	session1_to_session2	ses-103	ses-201	2025-10-19	2025-11-16	28
sub-014	task-s3	session2_to_session3	ses-201	ses-301	2025-11-16	2025-11-25	9
sub-014	task-s4	session1_to_session2	ses-104	ses-201	2025-11-01	2025-11-16	15
sub-014	task-s4	session2_to_session3	ses-201	ses-301	2025-11-16	2025-11-25	9
sub-014	task-s5	session1_to_session2	ses-106	ses-202	2025-11-01	2025-11-16	15
sub-014	task-s5	session2_to_session3	ses-202	ses-302	2025-11-16	2025-11-25	9
sub-014	task-s6	session1_to_session2	ses-105	ses-202	2025-11-01	2025-11-16	15
sub-014	task-s6	session2_to_session3	ses-202	ses-302	2025-11-16	2025-11-25	9
sub-014	task-s7	session1_to_session2	ses-105	ses-202	2025-11-01	2025-11-16	15
sub-014	task-s7	session2_to_session3	ses-202	ses-302	2025-11-16	2025-11-25	9
sub-014	task-s8	session1_to_session2	ses-105	ses-202	2025-11-01	2025-11-16	15
sub-014	task-s8	session2_to_session3	ses-202	ses-302	2025-11-16	2025-11-25	9
sub-014	task-s9	session1_to_session2	ses-104	ses-202	2025-11-01	2025-11-16	15
sub-014	task-s9	session2_to_session3	ses-202	ses-302	2025-11-16	2025-11-25	9
sub-017	task-s1	session1_to_session2	ses-201	ses-302	2025-10-25	2025-11-24	30
sub-017	task-s1	session2_to_session3	ses-302	ses-104	2025-11-24	2025-12-22	28
sub-017	task-s10	session1_to_session2	ses-103	ses-203	2025-10-13	2025-11-08	26
sub-017	task-s10	session2_to_session3	ses-203	ses-303	2025-11-08	2025-12-03	25
sub-017	task-s11	session1_to_session2	ses-103	ses-203	2025-10-13	2025-11-08	26
sub-017	task-s11	session2_to_session3	ses-203	ses-304	2025-11-08	2025-12-03	25
sub-017	task-s2	session1_to_session2	ses-101	ses-201	2025-10-08	2025-10-25	17
sub-017	task-s2	session2_to_session3	ses-201	ses-305	2025-10-25	2025-12-22	58
